id	name
IOH40773	N.D.
IOH40773	ND
IOH4078	HN1
IOH4079	S100A11
IOH40802	ND
IOH4081	ND
IOH40812	ND
IOH4082	ND
IOH40849	ND
IOH4085	PTPN6
IOH40856	ND
IOH40864	ND
IOH40867	ND
IOH40874	ND
IOH40885	ND
IOH4089	SOD1
IOH4090	ATP6V1D
IOH40902	ND
IOH40909	ND
IOH40914	ND
IOH40918	ND
IOH40992	ND
IOH4105	WDR8
IOH4106	MMP10
IOH4108	NPC2
IOH4109	HLA-E
IOH4112	NDUFB7
IOH4113	ZNF593
IOH4117	TAGLN2
IOH4119	CNOT2
IOH41238	ND
IOH4125	DDOST
IOH41255	ND
IOH4127	MTCP1
IOH4128	ND
IOH4136	UROS
IOH4138	NFKBIA
IOH4140	PSMC2
IOH4142	SMA4
IOH4143	KCNJ8
IOH4146	ND
IOH4151	P2RY6
IOH4157	ITM2C
IOH4161	ND
IOH4164	N.D.
IOH4164	ND
IOH4167	TARS2
IOH4169	GPSN2
IOH4171	ND
IOH41756	N.D.
IOH41756	ND
IOH4176	LRRC61
IOH4181	CNIH4
IOH4186	ND
IOH41878	ND
IOH4188	SLC1A7
IOH4191	GNB3
IOH4194	ND
IOH4197	ND
IOH4199	BNIP2
IOH4204	SRP54
IOH42058	ND
IOH4208	MCTS1
IOH4210	LEPROTL1
IOH4212	COX6B1
IOH4215	TMEM4
IOH4219	ND
IOH4220	HLA-DRB3
IOH4221	CD52
IOH42210	ND
IOH4224	DERL1
IOH4225	NDUFA8
IOH4227	MRS2L
IOH4233	ND
IOH4234	HIGD2A
IOH4237	PDLIM3
IOH4249	RPL14
IOH4250	ANAPC11
IOH42559	N.D.
IOH42559	ND
IOH4257	TMEM103
IOH4265	CDC20
IOH4267	C14orf1
IOH4268	ND
IOH4270	FLJ10986
IOH4274	C7orf24
IOH4280	ND
IOH42828	ND
IOH42936	ND
IOH4296	ND
IOH4298	NAGK
IOH43164	ND
IOH4320	ND
IOH43233	ND
IOH4332	ND
IOH4345	NME2
IOH43474	ND
IOH43514	ND
IOH4352	GNB2L1
IOH43547	ND
IOH43549	ND
IOH43554	ND
IOH43559	ND
IOH43577	ND
IOH43639	ND
IOH43657	ND
IOH43658	ND
IOH43660	ND
IOH43677	ND
IOH43679	ND
IOH43682	ND
IOH43717	ND
IOH43726	ND
IOH43857	ND
IOH43907	ND
IOH4392	ND
IOH43933	N.D.
IOH43933	ND
IOH4409	ND
IOH4410	ND
IOH44125	ND
IOH4415	ND
IOH4417	ND
IOH4419	ND
IOH4423	ND
IOH4427	LSM1
IOH4436	RCVRN
IOH44464	N.D.
IOH44464	ND
IOH44482	N.D.
IOH44482	ND
IOH4454	HPCA
IOH44579	ND
IOH44598	ND
IOH4463	ND
IOH4468	NSDHL
IOH4470	CDKN1A
IOH44736	ND
IOH4474	ND
IOH44776	ND
IOH4485	ND
IOH44895	ND
IOH4491	ND
IOH4496	ND
IOH4506	MATK
IOH4507	GSK3B
IOH45133	ND
IOH45139	N.D.
IOH45139	ND
IOH4515	NME3
IOH45160	ND
IOH4526	ND
IOH4542	ND
IOH45491	ND
IOH4559	KCTD15
IOH45613	ND
IOH45648	ND
IOH4576	CAPN6
IOH45765	ND
IOH45792	ND
IOH45799	ND
IOH45820	ND
IOH45848	ND
IOH45849	ND
IOH45912	ND
IOH45928	ND
IOH45969	ND
IOH4601	ND
IOH46066	ND
IOH46082	ND
IOH46087	ND
IOH46088	ND
IOH46115	ND
IOH46138	ND
IOH46139	ND
IOH46151	ND
IOH46152	ND
IOH46163	ND
IOH46185	ND
IOH4630	ND
IOH46300	ND
IOH4633	GALK2
IOH46338	ND
IOH4639	ND
IOH4650	ND
IOH46552	ND
IOH4659	NCK2
IOH4665	ND
IOH4674	COL4A3BP
IOH46773	ND
IOH4686	ND
IOH4698	PRMT2
IOH4706	ND
IOH4724	ND
IOH4726	ND
IOH4733	ND
IOH4739	ND
IOH4753	AKAP1
IOH4756	ND
IOH4765	ARL4D
IOH4771	ND
IOH4780	RAB33A
IOH4797	ND
IOH4801	ND
IOH4824	ND
IOH4847	RRAGD
IOH4856	FNIP1
IOH4861	GCK
IOH4862	PPME1
IOH4878	ND
IOH4881	ND
IOH4882	ND
IOH4892	ND
IOH4894	APTX
IOH4906	PRPS1
IOH4918	ND
IOH4920	ND
IOH4929	YWHAH
IOH4940	ND
IOH4946	PSAT1
IOH4951	ND
IOH4954	ARF6
IOH4980	ND
IOH4984	N.D.
IOH4984	ND
IOH4990	ND
IOH4994	ND
IOH5000	RAB8A
IOH50057	ND
IOH50058	ND
IOH50062	ND
IOH50065	ND
IOH5007	ND
IOH50070	ND
IOH50072	ND
IOH50081	ND
IOH5009	ND
IOH50103	ND
IOH50110	ND
IOH50111	ND
IOH50125	ND
IOH50134	ND
IOH50139	ND
IOH50148	ND
IOH5015	ND
IOH50154	ND
IOH50155	ND
IOH50156	ND
IOH50159	ND
IOH50164	ND
IOH50165	ND
IOH50166	ND
IOH50173	ND
IOH50179	ND
IOH50185	ND
IOH50187	ND
IOH50188	ND
IOH50189	ND
IOH50190	ND
IOH50195	ND
IOH50197	ND
IOH50203	N.D.
IOH50203	ND
IOH5022	CKMT1B
IOH5027	ND
IOH5033	ND
IOH5036	ND
IOH5037	ND
IOH5039	ND
IOH5040	ND
IOH5049	ND
IOH5055	ND
IOH5079	ND
IOH5101	ND
IOH5103	SQSTM1
IOH5129	ND
IOH5139	ND
IOH5158	RPH3AL
IOH5163	CDKN2D
IOH5173	ND
IOH52005	ND
IOH52063	ND
IOH5211	CKB
IOH5216	N.D.
IOH5216	ND
IOH52195	ND
IOH5237	DUSP3
IOH5257	HSPB8
IOH5258	ND
IOH5262	AAK1
IOH52654	N.D.
IOH52654	ND
IOH52787	ND
IOH5279	ND
IOH52912	ND
IOH52962	ND
IOH5297	TNNT2
IOH53053	ND
IOH5306	ND
IOH5340	ERBB3
IOH5349	ND
IOH53504	ND
IOH53506	ND
IOH5352	MKNK1
IOH5361	CRIP1
IOH5361	ND
IOH5363	ND
IOH53647	ND
IOH53674	ND
IOH53753	ND
IOH53756	ND
IOH53866	ND
IOH53872	ND
IOH5390	ND
IOH53901	ND
IOH53902	ND
IOH53928	ND
IOH5398	ND
IOH53987	ND
IOH5399	N.D.
IOH5399	ND
IOH54017	ND
IOH5413	ND
IOH54154	ND
IOH54164	ND
IOH5421	SAR1B
IOH5443	PPAP2C
IOH54600	ND
IOH54608	ND
IOH5466	ND
IOH5472	RAC1
IOH54737	N.D.
IOH54737	ND
IOH5476	ND
IOH54791	ND
IOH5481	DOK4
IOH54858	ND
IOH5493	ND
IOH55112	ND
IOH55162	ND
IOH5520	ND
IOH5527	TAGLN
IOH55284	ND
IOH55311	ND
IOH55426	ND
IOH55430	ND
IOH56010	ND
IOH56015	ND
IOH56019	ND
IOH5606	ND
IOH5608	PPP3CC
IOH5611	ND
IOH5613	ND
IOH5624	ND
IOH5628	ND
IOH5635	ND
IOH5636	ND
IOH56370	ND
IOH5641	ND
IOH56483	ND
IOH56491	SRXN1
IOH5661	ND
IOH5665	GTF2I
IOH56698	ND
IOH5678	SYT17
IOH56901	ND
IOH5691	RABL5
IOH5693	ND
IOH56936	ND
IOH5695	ND
IOH5696	SKAP2
IOH5698	ND
IOH5702	PIN1
IOH57021	ND
IOH57049	ND
IOH57093	ND
IOH57098	ND
IOH5710	ND
IOH5711	ND
IOH57117	N.D.
IOH57117	ND
IOH57121	ND
IOH57141	ND
IOH57142	ND
IOH57152	ND
IOH57183	ND
IOH57216	ND
IOH57237	ND
IOH57251	ND
IOH57266	ND
IOH57277	ND
IOH5733	WIPF1
IOH5739	NMRAL1
IOH5756	STAC3
IOH5757	ND
IOH57651	ND
IOH57672	ND
IOH57883	ND
IOH5835	C14orf153
IOH5839	ND
IOH5841	ND
IOH5842	TAF9
IOH5845	N.D.
IOH5845	ND
IOH5855	ND
IOH5857	ND
IOH5859	ND
IOH58650	ND
IOH58653	ND
IOH58655	N.D.
IOH58655	ND
IOH5866	PDXK
IOH58670	ND
IOH58672	ND
IOH58679	ND
IOH58700	ND
IOH58731	ND
IOH5878	ND
IOH5882	ND
IOH58942	ND
IOH58961	ND
IOH58968	ND
IOH5897	ND
IOH5903	ND
IOH5913	TRIM39
IOH5919	PDLIM5
IOH5938	ND
IOH5972	ND
IOH59765	ND
IOH5978	CKS2
IOH59815	ND
IOH60001	ND
IOH6072	RASL11B
IOH60789	ND
IOH6090	ND
IOH6091	ND
IOH6098	ND
IOH6101	NKIRAS2
IOH6107	ARAF
IOH6109	ND
IOH6114	ND
IOH61544	ND
IOH61565	ND
IOH61578	N.D.
IOH61578	ND
IOH61585	ND
IOH61624	ND
IOH61676	ND
IOH61734	ND
IOH61736	ND
IOH61782	ND
IOH61786	ND
IOH61864	ND
IOH61886	ND
IOH61906	ND
IOH61931	ND
IOH61960	ND
IOH6210	ND
IOH62123	ND
IOH62342	ND
IOH62372	ND
IOH62478	ND
IOH6258	PCTK1
IOH62597	ND
IOH6261	ND
IOH62693	ND
IOH62723	ND
IOH62735	N.D.
IOH62735	ND
IOH62753	ND
IOH62755	ND
IOH6283	ND
IOH62835	ND
IOH6284	IKBKB
IOH62856	IGKC
IOH62865	ND
IOH6288	KHK
IOH62884	ND
IOH62917	ND
IOH62933	IGKC
IOH62938	IGHG1
IOH62962	ND
IOH62999	IGHG1
IOH63001	ND
IOH63025	IGKC
IOH63029	IGKC
IOH6305	ND
IOH6307	ND
IOH63073	IGKC
IOH63082	IGKC
IOH6313	GUK1
IOH63148	ND
IOH6317	ND
IOH6319	ND
IOH63193	ND
IOH6323	NR1H3
IOH63238	ND
IOH6324	RPS6KL1
IOH6325	N.D.
IOH6325	ND
IOH6327	ND
IOH63336	ND
IOH6336	ND
IOH6337	ND
IOH63384	ND
IOH63456	ND
IOH63590	FMN1
IOH63632	ND
IOH63637	ND
IOH6368	RIPK2
IOH6371	ND
IOH6382	ND
IOH6401	ND
IOH6435	ND
IOH6452	ND
IOH6521	ND
IOH6528	ND
IOH6539	N.D.
IOH6539	ND
IOH6543	ND
IOH6546	ND
IOH6547	ND
IOH6559	RAB14
IOH6570	CHRNA3
IOH6575	ND
IOH6598	ND
IOH6616	ND
IOH6617	RRAGA
IOH6618	ND
IOH6623	ND
IOH6631	ND
IOH6638	ND
IOH6642	ND
IOH6643	CLK3
IOH6653	ND
IOH6661	ND
IOH6672	RAB3B
IOH6690	ND
IOH6697	AKR1B10
IOH6705	ND
IOH6708	GAP43
IOH6724	ND
IOH6735	STK25
IOH6741	ND
IOH6769	ND
IOH6770	ND
IOH6779	TK1
IOH6807	ND
IOH6848	DBN1
IOH6899	FN3KRP
IOH6905	ND
IOH6917	ND
IOH6921	ND
IOH6926	ND
IOH6978	PKM2
IOH6979	NME1
IOH7001	ND
IOH7002	ALS2CR2
IOH7019	ND
IOH7132	SLA
IOH7134	SH3YL1
IOH7159	MBIP
IOH7163	ND
IOH7176	ND
IOH7180	ND
IOH7185	ND
IOH7192	ND
IOH7200	ND
IOH7202	ND
IOH7209	N.D.
IOH7209	ND
IOH7224	PPP6C
IOH7229	ND
IOH7234	ND
IOH7237	ND
IOH7243	SH3YL1
IOH7249	MYOT
IOH7251	ND
IOH7258	CCNH
IOH7262	ND
IOH7264	ND
IOH7268	ND
IOH7271	CDK7
IOH7287	CKM
IOH7319	ND
IOH7338	DIRAS3
IOH7341	ND
IOH7344	ND
IOH7357	NAGK
IOH7360	ND
IOH7387	ND
IOH7396	ND
IOH7398	CSRP3
IOH7414	ND
IOH7434	ND
IOH7441	ND
IOH7444	ND
IOH7454	ND
IOH7460	ND
IOH7464	ATPBD1C
IOH7476	ND
IOH7477	ND
IOH7482	ND
IOH7502	ND
IOH7543	ND
IOH7548	ND
IOH7558	ND
IOH7574	RHOA
IOH9619	ND
IOH9624	VIPR2
IOH9626	ND
IOH9633	KCNIP3
IOH9634	ND
IOH9648	ND
IOH9658	ND
IOH9667	ND
IOH9670	ND
IOH9688	DVL2
IOH9733	ND
IOH9744	GABRA5
IOH9759	SYK
IOH9776	ND
IOH9779	IHPK1
IOH9791	ND
IOH9817	ND
IOH9833	ND
IOH9848	GNA15
IOH9852	KRAS
IOH9855	ND
IOH9871	N.D.
IOH9871	ND
IOH9889	DYNLL2
IOH9906	ND
IOH9932	ND
IOH9940	ND
IOH9944	ND
IOH9948	N.D.
IOH9948	ND
IOH9954	CCL2
IOH9955	ND
IOH9963	ND
IOH9988	ND
IOH9991	ND
IOH9995	ND
IgG	
NME1	
PAR-PARP1	
PARP1	
a-Hu m4	
a-Hum1	
a-Hum2	
a-Hum3	
a-Hum6	
aHum5	
empty	
empty	empty
nd	nd
p53	
